MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4800019188|2230|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070549-001     |   30,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2240|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070557-001     |   20,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/29/23)|                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2250|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070559-001     |   30,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(lessthan=100|272J|Reschedule out (08/17/23)|                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2260|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070581-001     |    2,743.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.001700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2270|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070582-001     |   10,000.000 |08/11/2023|LowVoltageandCapacityMLCC(less=100V,l"  |272J|Reschedule out (08/27/23)|                       |USD  |      0.001700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2280|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070584-002     |    5,000.000 |08/11/2023|Chip Multilayer Ceramic Capacitor,6.3V,2|272J|Cancel process           |                       |USD  |      0.002100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2290|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070589         |    3,200.000 |08/11/2023|Chip Multilayer Ceramic Capacitor,50V,2p|272J|Reschedule out (08/17/23)|                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0068K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2300|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070589-001     |   10,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (09/05/23)|                       |USD  |      0.000900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0027K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2310|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070591-001     |      500.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (09/08/23)|                       |USD  |      0.000800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2320|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070593-001     |    3,937.000 |08/11/2023|Low VoltageANDCapacity MLCC(less=100V,le|272J|Reschedule out (09/01/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2330|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070602-001     |    1,906.000 |08/11/2023|Low VoltageANDCapacity MLCC(lessthan=100|272J|Reschedule out (09/09/23)|                       |USD  |      0.001100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2340|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070604-001     |    1,755.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|                         |                       |USD  |      0.000800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2350|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070606-001     |   30,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS=100V,LE|272J|Reschedule out (08/24/23)|                       |USD  |      0.000600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2360|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070607-001     |   16,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.000800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2370|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070614         |  170,000.000 |08/11/2023|SMD Ceramic Capacitor,16V,100nF,+/-10%,X|272J|Reschedule in (08/08/23) |                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2380|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070614-002     |1,670,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.000500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2390|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070616-001     |    6,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS=100V,LE|272J|                         |                       |USD  |      0.002600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2400|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070617-001     |    8,799.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/28/23)|                       |USD  |      0.001500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0009K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2410|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070621         |      885.000 |08/11/2023|Chip Multilayer Ceramic Capacitor,50V,33|272J|Reschedule out (08/20/23)|                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2420|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070621-001     |    2,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS=100V,LE|272J|Reschedule out (09/08/23)|                       |USD  |      0.000700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2430|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070624-001     |    2,844.000 |08/11/2023|LowVoltageANDCapacityMLCC(LESS=100V,L"  |272J|Reschedule out (08/30/23)|                       |USD  |      0.001700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2440|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070625-001     |    5,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(less than=10|272J|Cancel process           |                       |USD  |      0.001100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2450|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070627-002     |   72,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.001200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2460|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070628-001     |    7,700.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/15/23)|                       |USD  |      0.002800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2470|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070636-001     |    2,623.000 |08/11/2023|LowVoltageANDCapacityMLCC(LESS=100V,L"  |272J|Reschedule out (08/14/23)|                       |USD  |      0.000900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2480|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070637-001     |    2,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/27/23)|                       |USD  |      0.001400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2490|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070640-001     |      800.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS=100V,LE|272J|Reschedule out (09/09/23)|                       |USD  |      0.002000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2500|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070651-004     |      762.000 |08/11/2023|High-Q RF MLCC,250V,0.0003nF,+/-0.1pF,NP|272J|                         |                       |USD  |      0.025200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0028K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2510|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070652-002     |   13,000.000 |08/11/2023|High-Q RF MLCC,200V,0.0012nF,+/-0.1pF,NP|272J|Reschedule out (08/15/23)|                       |USD  |      0.030200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2520|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070653-004     |   70,000.000 |08/11/2023|High-Q RF MLCC,250V,0.015nF,+/-5%,NPO,06|272J|Reschedule out (08/31/23)|                       |USD  |      0.016400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2530|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070655-001     |    3,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS=100V,LE|272J|Reschedule out (09/01/23)|                       |USD  |      0.009500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2540|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070660-001     |    8,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESS=100V,LE|272J|Reschedule out (08/16/23)|                       |USD  |      0.004300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2550|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070675-001     |    3,000.000 |08/11/2023|Low VoltageANDCapacity MLCC(LESSTHAN=100|272J|Reschedule out (08/28/23)|                       |USD  |      0.004800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2560|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070688         |      200.000 |08/11/2023|Chip Multilayer Ceramic Capacitor,50V,18|272J|Reschedule out (08/20/23)|                       |USD  |      0.004100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2570|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070690-001     |   72,000.000 |08/11/2023|Chip Multilayer Ceramic Capacitor,50V,4.|272J|Reschedule out (08/15/23)|                       |USD  |      0.045900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2580|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070693         |   42,000.000 |08/11/2023|High Capacity MLCC(1uf),6.3V,10000nF,+/-|272J|Reschedule out (08/12/23)|                       |USD  |      0.006700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2590|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070693-001     |  435,000.000 |08/11/2023|High Capacity MLCC(MORETHAN=1uf),6.3V,10|272J|Reschedule out (08/15/23)|                       |USD  |      0.010100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019188|2600|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |08070693-002     |      400.000 |08/11/2023|???????(morethan=1uf)-6.3V-10000nF-+/-10|272J|Reschedule out (09/16/23)|                       |USD  |      0.008700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002195HWA0037K                  |         |06/19/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
